CellType,genesymbol
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,S100A8
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,S100A9
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,SERPINE1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,SNCA
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,SNX4
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,STAP1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,STAT3
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,STAT5B
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,SUCNR1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TAC1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TAFA3
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TGM2
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TICAM1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TLR10
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TLR2
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TLR3
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TLR4
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TLR6
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TLR7
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TLR9
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TNF
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TNFRSF11A
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TNFRSF1A
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TNFSF11
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TNFSF4
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TNIP1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TRADD
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TREM2
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TRPV4
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TSLP
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,TTBK1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,VAMP7
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,VAMP8
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,WNT5A
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,ZBP1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,ZP3
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,BCL10
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CD36
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CD74
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,DDX1
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,DDX21
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,DDX58
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,DHX36
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,FCER1G
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,GPRC5B
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,HLA-G
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,LILRB1
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,MAVS
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,MIF
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,NR4A3
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SEMA7A
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SPON2
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TICAM1
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TLR4
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,WNT5A
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,ANXA1
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,CCL19
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,CCR2
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,CD80
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,HLX
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,IL12B
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,IL12RB1
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,IL18
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,IL18R1
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,IL1B
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,IL1R1
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,IL23A
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,IL23R
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,IL27RA
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,NLRP10
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,PLA2G4A
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,RIPK2
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,SLC11A1
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,SOCS5
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,XCL1
GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,CD74
GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,CD81
GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,CD86
GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,GATA3
GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,IDO1
GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,IL18
GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,IL33
GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,IL4R
GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,IL6
GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,NLRP3
GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,NOD2
GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,PRKCZ
GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,RARA
GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,RSAD2
GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,TNFSF4
GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,XCL1
GO_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE,ADORA2B
GO_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE,CCL5
GO_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE,CYP19A1
GO_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE,FOXP3
GO_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE,IDO1
GO_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE,IL10
GO_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE,IL4
GO_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE,LTA
GO_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE,TNF
GO_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE,TNFAIP3
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,APOA1
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,APOA2
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,ARG1
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,B2M
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,BCL10
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,BCL6
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,BST2
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,BTK
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CCR2
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CD160
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CD226
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CD36
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CD74
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CD81
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CD96
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CLC
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CLNK
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CUEDC2
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,DDX1
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,DDX21
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,DDX58
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,DHX36
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,F2RL1
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,FCER1G
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,FFAR2
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,FFAR3
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,FOXP3
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,FZD5
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,GATA3
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,GPRC5B
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,HFE
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,HLA-A
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,HLA-E
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,HLA-F
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,HLA-G
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,HMOX1
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IFNA2
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IFNB1
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL10
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL18
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL18R1
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL1B
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL1R1
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL6
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IRAK3
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,JAK3
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,KARS1
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,KIR2DL4
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,LILRB1
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,MALT1
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,MAP3K7
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,MAVS
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,MIF
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,NLRP3
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,NOD2
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,NR4A3
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,PRKCZ
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,RAET1G
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,RSAD2
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SASH3
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SCIMP
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SEMA7A
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SLC7A5
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SMAD7
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SPON2
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TBX21
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TGFB1
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TGFB2
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TGFB3
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TICAM1
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TLR3
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TLR4
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TNF
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TNFRSF14
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TNFRSF1B
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TNFSF4
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TRAF2
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TRAF6
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TRIL
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TRIM6
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TRPM4
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,WNT5A
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,XCL1
GO_T_CELL_MEDIATED_IMMUNITY,AGER
GO_T_CELL_MEDIATED_IMMUNITY,AIRE
GO_T_CELL_MEDIATED_IMMUNITY,ARG1
GO_T_CELL_MEDIATED_IMMUNITY,AZGP1
GO_T_CELL_MEDIATED_IMMUNITY,B2M
GO_T_CELL_MEDIATED_IMMUNITY,BTN3A2
GO_T_CELL_MEDIATED_IMMUNITY,BTN3A3
GO_T_CELL_MEDIATED_IMMUNITY,CCR2
GO_T_CELL_MEDIATED_IMMUNITY,CD1A
GO_T_CELL_MEDIATED_IMMUNITY,CD1B
GO_T_CELL_MEDIATED_IMMUNITY,CD1C
GO_T_CELL_MEDIATED_IMMUNITY,CD1D
GO_T_CELL_MEDIATED_IMMUNITY,CD1E
GO_T_CELL_MEDIATED_IMMUNITY,CD46
GO_T_CELL_MEDIATED_IMMUNITY,CD55
GO_T_CELL_MEDIATED_IMMUNITY,CD70
GO_T_CELL_MEDIATED_IMMUNITY,CD81
GO_T_CELL_MEDIATED_IMMUNITY,CD8A
GO_T_CELL_MEDIATED_IMMUNITY,CEACAM1
GO_T_CELL_MEDIATED_IMMUNITY,CLC
GO_T_CELL_MEDIATED_IMMUNITY,CLEC4G
GO_T_CELL_MEDIATED_IMMUNITY,CTSC
GO_T_CELL_MEDIATED_IMMUNITY,CTSH
GO_T_CELL_MEDIATED_IMMUNITY,CYRIB
GO_T_CELL_MEDIATED_IMMUNITY,DENND1B
GO_T_CELL_MEDIATED_IMMUNITY,DLG1
GO_T_CELL_MEDIATED_IMMUNITY,DUSP22
GO_T_CELL_MEDIATED_IMMUNITY,EMP2
GO_T_CELL_MEDIATED_IMMUNITY,FADD
GO_T_CELL_MEDIATED_IMMUNITY,FBXO38
GO_T_CELL_MEDIATED_IMMUNITY,FCGR2B
GO_T_CELL_MEDIATED_IMMUNITY,FOXP3
GO_T_CELL_MEDIATED_IMMUNITY,FUT7
GO_T_CELL_MEDIATED_IMMUNITY,FZD5
GO_T_CELL_MEDIATED_IMMUNITY,GATA3
GO_T_CELL_MEDIATED_IMMUNITY,GNL1
GO_T_CELL_MEDIATED_IMMUNITY,GZMM
GO_T_CELL_MEDIATED_IMMUNITY,HFE
GO_T_CELL_MEDIATED_IMMUNITY,HLA-A
GO_T_CELL_MEDIATED_IMMUNITY,HLA-B
GO_T_CELL_MEDIATED_IMMUNITY,HLA-E
GO_T_CELL_MEDIATED_IMMUNITY,HLA-F
GO_T_CELL_MEDIATED_IMMUNITY,HLA-G
GO_T_CELL_MEDIATED_IMMUNITY,HLA-H
GO_T_CELL_MEDIATED_IMMUNITY,HMGB1
GO_T_CELL_MEDIATED_IMMUNITY,HPRT1
GO_T_CELL_MEDIATED_IMMUNITY,HSPD1
GO_T_CELL_MEDIATED_IMMUNITY,ICAM1
GO_T_CELL_MEDIATED_IMMUNITY,IFNA2
GO_T_CELL_MEDIATED_IMMUNITY,IFNB1
GO_T_CELL_MEDIATED_IMMUNITY,IL12A
GO_T_CELL_MEDIATED_IMMUNITY,IL12B
GO_T_CELL_MEDIATED_IMMUNITY,IL12RB1
GO_T_CELL_MEDIATED_IMMUNITY,IL18
GO_T_CELL_MEDIATED_IMMUNITY,IL18R1
GO_T_CELL_MEDIATED_IMMUNITY,IL18RAP
GO_T_CELL_MEDIATED_IMMUNITY,IL1B
GO_T_CELL_MEDIATED_IMMUNITY,IL1R1
GO_T_CELL_MEDIATED_IMMUNITY,IL20RB
GO_T_CELL_MEDIATED_IMMUNITY,IL23A
GO_T_CELL_MEDIATED_IMMUNITY,IL23R
GO_T_CELL_MEDIATED_IMMUNITY,IL31RA
GO_T_CELL_MEDIATED_IMMUNITY,IL4
GO_T_CELL_MEDIATED_IMMUNITY,IL6
GO_T_CELL_MEDIATED_IMMUNITY,IL7R
GO_T_CELL_MEDIATED_IMMUNITY,JAG1
GO_T_CELL_MEDIATED_IMMUNITY,KDELR1
GO_T_CELL_MEDIATED_IMMUNITY,LILRB1
GO_T_CELL_MEDIATED_IMMUNITY,MALT1
GO_T_CELL_MEDIATED_IMMUNITY,MAP3K7
GO_T_CELL_MEDIATED_IMMUNITY,MICA
GO_T_CELL_MEDIATED_IMMUNITY,MR1
GO_T_CELL_MEDIATED_IMMUNITY,MYO1G
GO_T_CELL_MEDIATED_IMMUNITY,NECTIN2
GO_T_CELL_MEDIATED_IMMUNITY,NLRP3
GO_T_CELL_MEDIATED_IMMUNITY,P2RX7
GO_T_CELL_MEDIATED_IMMUNITY,PPP3CB
GO_T_CELL_MEDIATED_IMMUNITY,PRF1
GO_T_CELL_MEDIATED_IMMUNITY,PRKCZ
GO_T_CELL_MEDIATED_IMMUNITY,PTPRC
GO_T_CELL_MEDIATED_IMMUNITY,PVR
GO_T_CELL_MEDIATED_IMMUNITY,RAB27A
GO_T_CELL_MEDIATED_IMMUNITY,RFTN1
GO_T_CELL_MEDIATED_IMMUNITY,RIPK3
GO_T_CELL_MEDIATED_IMMUNITY,RSAD2
GO_T_CELL_MEDIATED_IMMUNITY,SASH3
GO_T_CELL_MEDIATED_IMMUNITY,SCART1
GO_T_CELL_MEDIATED_IMMUNITY,SLC11A1
GO_T_CELL_MEDIATED_IMMUNITY,SLC22A13
GO_T_CELL_MEDIATED_IMMUNITY,SMAD7
GO_T_CELL_MEDIATED_IMMUNITY,STARD7
GO_T_CELL_MEDIATED_IMMUNITY,STX7
GO_T_CELL_MEDIATED_IMMUNITY,TBX21
GO_T_CELL_MEDIATED_IMMUNITY,TNFRSF1B
GO_T_CELL_MEDIATED_IMMUNITY,TNFSF4
GO_T_CELL_MEDIATED_IMMUNITY,TRAF2
GO_T_CELL_MEDIATED_IMMUNITY,TRAF6
GO_T_CELL_MEDIATED_IMMUNITY,TREX1
GO_T_CELL_MEDIATED_IMMUNITY,TRPM4
GO_T_CELL_MEDIATED_IMMUNITY,TSTA3
GO_T_CELL_MEDIATED_IMMUNITY,WAS
GO_T_CELL_MEDIATED_IMMUNITY,XCL1
GO_T_CELL_MEDIATED_IMMUNITY,ZBTB1
GO_T_CELL_MEDIATED_IMMUNITY,ZP3
GO_TOLERANCE_INDUCTION,ACOD1
GO_TOLERANCE_INDUCTION,AIRE
GO_TOLERANCE_INDUCTION,BLK
GO_TOLERANCE_INDUCTION,CCR4
GO_TOLERANCE_INDUCTION,CD274
GO_TOLERANCE_INDUCTION,CD3E
GO_TOLERANCE_INDUCTION,CLC
GO_TOLERANCE_INDUCTION,FOXJ1
GO_TOLERANCE_INDUCTION,FOXP3
GO_TOLERANCE_INDUCTION,HAVCR2
GO_TOLERANCE_INDUCTION,HLA-B
GO_TOLERANCE_INDUCTION,HLA-E
GO_TOLERANCE_INDUCTION,HLA-G
GO_TOLERANCE_INDUCTION,HMGB1
GO_TOLERANCE_INDUCTION,ICOS
GO_TOLERANCE_INDUCTION,IDO1
GO_TOLERANCE_INDUCTION,IL2RA
GO_TOLERANCE_INDUCTION,IRAK3
GO_TOLERANCE_INDUCTION,LGALS9
GO_TOLERANCE_INDUCTION,LILRB2
GO_TOLERANCE_INDUCTION,LYN
GO_TOLERANCE_INDUCTION,MARCHF7
GO_TOLERANCE_INDUCTION,PDCD1
GO_TOLERANCE_INDUCTION,PHLPP1
GO_TOLERANCE_INDUCTION,TGFBR2
GO_TOLERANCE_INDUCTION,TNFAIP3
HALLMARK_IL6_JAK_STAT3_SIGNALING,A2M
HALLMARK_IL6_JAK_STAT3_SIGNALING,ACVR1B
HALLMARK_IL6_JAK_STAT3_SIGNALING,ACVRL1
HALLMARK_IL6_JAK_STAT3_SIGNALING,BAK1
HALLMARK_IL6_JAK_STAT3_SIGNALING,CBL
HALLMARK_IL6_JAK_STAT3_SIGNALING,CCL7
HALLMARK_IL6_JAK_STAT3_SIGNALING,CCR1
HALLMARK_IL6_JAK_STAT3_SIGNALING,CD14
HALLMARK_IL6_JAK_STAT3_SIGNALING,CD36
HALLMARK_IL6_JAK_STAT3_SIGNALING,CD38
